stem,category,img_path,sam2_iou,teacher_iou,student_iou,sam2_warn,teacher_warn,student_warn
MSV_Image_5966,MSV,/home/luno/Projects/yellowmaize/data/gold_standard/images/MSV_Image_5966.jpg,-1.0,-1.0,-1.0,False,False,False
MSV_Image_6148,MSV,/home/luno/Projects/yellowmaize/data/gold_standard/images/MSV_Image_6148.jpg,0.413,-1.0,-1.0,True,False,False
MSV_Image_766,MSV,/home/luno/Projects/yellowmaize/data/gold_standard/images/MSV_Image_766.jpg,0.9878,-1.0,-1.0,False,False,False
MSV_Image_836,MSV,/home/luno/Projects/yellowmaize/data/gold_standard/images/MSV_Image_836.jpg,0.9341,-1.0,-1.0,False,False,False
MSV_MSV_205,MSV,/home/luno/Projects/yellowmaize/data/gold_standard/images/MSV_MSV_205.JPEG,0.6574,-1.0,-1.0,True,False,False
MSV_MSV_2066,MSV,/home/luno/Projects/yellowmaize/data/gold_standard/images/MSV_MSV_2066.JPEG,0.5134,-1.0,-1.0,True,False,False
MSV_MSV_2079,MSV,/home/luno/Projects/yellowmaize/data/gold_standard/images/MSV_MSV_2079.JPEG,0.5404,-1.0,-1.0,True,False,False
MSV_MSV_2162,MSV,/home/luno/Projects/yellowmaize/data/gold_standard/images/MSV_MSV_2162.JPEG,0.9833,-1.0,-1.0,False,False,False
MSV_MSV_22,MSV,/home/luno/Projects/yellowmaize/data/gold_standard/images/MSV_MSV_22.JPEG,0.9881,-1.0,-1.0,False,False,False
MSV_MSV_2301,MSV,/home/luno/Projects/yellowmaize/data/gold_standard/images/MSV_MSV_2301.JPEG,0.9902,-1.0,-1.0,False,False,False
MSV_MSV_2387,MSV,/home/luno/Projects/yellowmaize/data/gold_standard/images/MSV_MSV_2387.JPEG,0.9493,-1.0,-1.0,False,False,False
