path,category,reason,width,height,mode,file_size_kb
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1711627691153.jpg,HEALTHY,exact_duplicate_of:1711627370561.jpg,,,,
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1711627678526.jpg,HEALTHY,exact_duplicate_of:1711627290070.jpg,,,,
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1711627712997.jpg,HEALTHY,exact_duplicate_of:1711627370561.jpg,,,,
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1711627727771.jpg,HEALTHY,exact_duplicate_of:1711627450556.jpg,,,,
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1711627729685.jpg,HEALTHY,exact_duplicate_of:1711627615464.jpg,,,,
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1711627742474.jpg,HEALTHY,exact_duplicate_of:1711627404941.jpg,,,,
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1711627754049.jpg,HEALTHY,exact_duplicate_of:1711627422410.jpg,,,,
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1711627795065.jpg,HEALTHY,exact_duplicate_of:1711627739637.jpg,,,,
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1711627778299.jpg,HEALTHY,exact_duplicate_of:1711627721825.jpg,,,,
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1711627813233.jpg,HEALTHY,exact_duplicate_of:1711627765561.jpg,,,,
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1711627778549.jpg,HEALTHY,exact_duplicate_of:1711627798672.jpg,,,,
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1711627814854.jpg,HEALTHY,exact_duplicate_of:1711627756660.jpg,,,,
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1711627872859.jpg,HEALTHY,exact_duplicate_of:1711627827503.jpg,,,,
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1711627853751.jpg,HEALTHY,exact_duplicate_of:1711627795821.jpg,,,,
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1711628111541.jpg,HEALTHY,exact_duplicate_of:1711628078048.jpg,,,,
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1711628210851.jpg,HEALTHY,exact_duplicate_of:1711628186272.jpg,,,,
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1711628243142.jpg,HEALTHY,exact_duplicate_of:1711628073845.jpg,,,,
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1711628225552.jpg,HEALTHY,exact_duplicate_of:1711628171404.jpg,,,,
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1711628315171.jpg,HEALTHY,exact_duplicate_of:1711628235754.jpg,,,,
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1711628363466.jpg,HEALTHY,exact_duplicate_of:1711628288137.jpg,,,,
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1711628378141.jpg,HEALTHY,exact_duplicate_of:1711628248543.jpg,,,,
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1711628419349.jpg,HEALTHY,exact_duplicate_of:1711628372094.jpg,,,,
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1711628448972.jpg,HEALTHY,exact_duplicate_of:1711628394231.jpg,,,,
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1711628402931.jpg,HEALTHY,exact_duplicate_of:1711628418268.jpg,,,,
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1711628455783.jpg,HEALTHY,exact_duplicate_of:1711628444363.jpg,,,,
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1711628491370.jpg,HEALTHY,exact_duplicate_of:1711628531212.jpg,,,,
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1711628507200.jpg,HEALTHY,exact_duplicate_of:1711628467573.jpg,,,,
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1711628519707.jpg,HEALTHY,exact_duplicate_of:1711628479664.jpg,,,,
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1711628559685.jpg,HEALTHY,exact_duplicate_of:1711628592679.jpg,,,,
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1711628600573.jpg,HEALTHY,exact_duplicate_of:1711628559370.jpg,,,,
/home/luno/Projects/yellowmaize/maize_dataset/HEALTHY/1711628790798.jpg,HEALTHY,exact_duplicate_of:1711628748017.jpg,,,,
